voter_id,documento_hash,edad,fecha_nacimiento,fecha_defuncion,estado_documento,condicion_legal,habilitado_legalmente,estado_padron,municipio,zona_id,circunscripcion_autorizada,mesa_asignada
V002832,e2c81b41bde0898e60b4,73,1953-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-004
V002833,fc3095575fb3d3efa848,48,1978-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-037
V002834,b229a3cb1a42269729c9,51,1975-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-004
V002835,7aca6f8f0729cd6c29b8,56,1970-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V002836,5a481fb5e48890589deb,84,1942-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V002837,f3a200bac6ae3b22bba6,25,2001-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-018
V002838,d025470b19b7aff9bd70,72,1954-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-066
V002839,3d072bdede1f503353b6,44,1982-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-048
V002840,9f51e6dd6557e11543f4,70,1956-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-033
V002841,66aa76ac110d242e238f,56,1970-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-058
V002842,db36ab7ea6046155c3ed,82,1944-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-073
V002843,1654e0b096852051e795,34,1992-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-028
V002844,a8c5a5933a7418980a5a,47,1979-06-04,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-035
V002845,75e2464aa449853b6df5,70,1956-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-010
V002846,12c238d606ac14810661,30,1996-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-065
V002847,c7b8a58abeb49dcaa449,38,1988-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-042
V002848,056b92dcb33daac94241,36,1990-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-009
V002849,64a69a863bf3d3c671eb,70,1956-06-03,,cancelado,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-060
V002850,f56c0eea2d3109f40f56,36,1990-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-015
V002851,57c667e80ccf510884ed,74,1952-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-057
V002852,cb4334ac4883447b79a9,42,1984-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-069
V002853,e864cc2ed62b980095c5,48,1978-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-022
V002854,839a42ced621ae8bbcb3,72,1954-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-064
V002855,f7df254aeaed1d8fe4de,40,1986-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-041
V002856,8f83284af13ef902ffa9,49,1977-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-071
V002857,539a93e6afadd58a653a,79,1947-06-04,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-056
V002858,b7bbcf8bce9487802610,27,1999-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-023
V002859,e878f2f69d86433caf3c,89,1937-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-025
V002860,85726ef183a6a531691f,71,1955-06-04,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-006
V002861,729fb702a1a9dc518237,69,1957-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-034
V002862,e858b76d7621fa67dae3,37,1989-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-063
V002863,3ca566c51d83641f484a,49,1977-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-009
V002864,d1f8f1d6bc486fa8d31f,31,1995-06-04,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-060
V002865,5956062d5d2a115ef6a1,67,1959-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-049
V002866,c1f50480aec9dd845123,45,1981-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-051
V002867,dbe56bc1087a066b9313,70,1956-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-060
V002868,70e321bee9ea9cb67ac1,41,1985-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-070
V002869,2785f10d331e43b74d9f,39,1987-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-037
V002870,9a6d3a7577a6e2fcc322,47,1979-06-04,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-031
V002871,c8bc7ba82af57f4ab6d6,80,1946-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-041
V002872,19766f69edaaa6601ddf,21,2005-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-062
V002873,4d98bc1aa2961f16b557,76,1950-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-058
V002874,1e9a78f001a3126b2ac4,25,2001-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-014
V002875,8779f78a5fab3e4c2614,29,1997-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-036
V002876,b75785f141633837ff72,48,1978-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-036
V002877,c495a328336431b677da,51,1975-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-079
V002878,f6e91c9c3773e16405cc,66,1960-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-008
V002879,a76210485b04c36ecb8d,74,1952-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-026
V002880,df75460a60b52335be13,43,1983-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-036
V002881,3447ee37b5eca8a7fc8e,35,1991-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-048
V002882,3047320b4b7230570ca0,55,1971-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-028
V002883,9121aa87a9e00b9516d6,17,2009-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-068
V002884,3bfe1aa74701300d60cc,25,2001-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-062
V002885,4e8c9c91f594aa74b38e,58,1968-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V002886,c1b9757625bbd486655f,23,2003-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-076
V002887,10d6f252142957d34a81,86,1940-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V002888,1a8de56de487a2ff0bad,61,1965-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-051
V002889,36e66a6248a41eb4a512,81,1945-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-042
V002890,b51eebdb79a7a50bd261,46,1980-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-029
V002891,8ed2a5009bfc01443a9f,45,1981-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-010
V002892,cb0a4685cadee2041fea,28,1998-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-039
V002893,a3440f33eea072da27b5,82,1944-06-03,,cancelado,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-001
V002894,ad9dbaabc2a98f5cccef,36,1990-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-039
V002895,4b7d2c1b4ef15351d688,26,2000-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-021
V002896,96408a941781633f991c,44,1982-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-065
V002897,5b795bb3bf0076bb1f92,51,1975-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-015
V002898,a5180bb58ff033f3969f,61,1965-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-004
V002899,2ae6896d85e9ef59b6c3,85,1941-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-060
V002900,6b58ed7410f38d4b0f9f,32,1994-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V002901,23a4450d24c023287dcd,68,1958-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-020
V002902,9933b7510dee81318d66,30,1996-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-010
V002903,3b8adbdd8d1505ba9377,66,1960-06-03,,cancelado,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-034
V002904,ca4f82fa6408c84e22ca,87,1939-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-048
V002905,3b807c7004e230c7359a,73,1953-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-033
V002906,db3b2d90ac9e0acad78a,68,1958-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V002907,a5c8eb2ab95e4e48e737,54,1972-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-010
V002908,4811d3a2903448c75e42,34,1992-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V002909,d8f70e3a44800c206056,75,1951-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-065
V002910,72207d351b87ca74c4d9,46,1980-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V002911,b6ef41462a74dbad1d84,50,1976-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-001
V002912,0027f7ce8f2285f03220,77,1949-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-005
V002913,7fb800d5583769c63ba4,72,1954-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V002914,9585340d7818bea5017f,27,1999-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-015
V002915,0a0ceb4ca92e5da4af4e,64,1962-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-028
V002916,399a3e50d41087a6be8b,40,1986-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-023
V002917,a56e27f00d43c5e67dc4,38,1988-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-017
V002918,f9e24fd90d7adc774ac7,30,1996-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-013
V002919,292c6f7973fc7fe5332a,50,1976-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-014
V002920,ecbb01eb730cde991e06,41,1985-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-011
V002921,eae6b64e3cbac4d5fd1e,28,1998-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-028
V002922,be5a0e3118c6cee6e22b,34,1992-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-042
V002923,45f71624f8b9aa912e2f,85,1941-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V002924,78290bc8a7509ae64172,64,1962-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-064
V002925,e3e56c590d11d08ec318,42,1984-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-031
V002926,d20305756a527f50d241,90,1936-06-03,,cancelado,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-073
V002927,f91620b664679d8f4413,38,1988-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-010
V002928,37cdb56703ac37450102,29,1997-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-008
V002929,594f27d0c320cac9905b,54,1972-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-021
V002930,0f04edf78a060707750b,59,1967-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V002931,b4b7125cc0de0125e26b,34,1992-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-059
V002932,d4d25eee892941e838a5,65,1961-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-050
V002933,2eb69a110ca5076f295f,45,1981-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-069
V002934,cb6d046105343e0d7699,58,1968-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-070
V002935,f167f239b67e60552dd7,64,1962-06-03,2024-01-26,vigente,fallecido,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-030
V002936,388734bf60435743ca8b,35,1991-06-04,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-017
V002937,177a2d9cc9343e5f8f62,88,1938-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-075
V002938,2f97eacec4e930960ada,30,1996-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-020
V002939,17e7ea18dca304a124cc,30,1996-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-048
V002940,48af5438bf5a67b04608,48,1978-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-073
V002941,565e90e48bf159a03f13,19,2007-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-002
V002942,ddc773b6877dcf7d7903,33,1993-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-037
V002943,a85bb66c8c6e632b3ffc,26,2000-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-001
V002944,4e647ad030dd1ad1a341,90,1936-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-004
V002945,8736516c1394193caec6,55,1971-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V002946,d50d9083eac812fd65ed,71,1955-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-025
V002947,fcc57c0055160122d33b,73,1953-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-003
V002948,1a578c174b803f993bf0,62,1964-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-009
V002949,ef21d2cdeed9b8654fd0,51,1975-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-076
V002950,472dff4fecca2fc5fc25,26,2000-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-074
V002951,ebc7694a91b8b26579c7,25,2001-06-03,,cancelado,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-034
V002952,455df80ee23b90d3ab6c,24,2002-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-043
V002953,c2e073d73e0cd48a16af,53,1973-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-074
V002954,bed1c8dede9ae8cd0b1d,35,1991-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-022
V002955,c4840fc38a0c6a48c4b4,20,2006-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-070
V002956,d225075d02ee04f4134b,45,1981-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-002
V002957,7ae42b06eb565ba780eb,87,1939-06-04,2025-12-23,vigente,fallecido,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-066
V002958,71cbf09609232c22cbd4,61,1965-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-032
V002959,761999a1c089a5f8893e,38,1988-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-016
V002960,f603b998b85f75021db5,45,1981-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-076
V002961,ffefe30f94be2c1726e0,71,1955-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-001
V002962,d1271e5c456cf6540240,71,1955-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-072
V002963,044e4d0deafe0f04d685,82,1944-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-048
V002964,b2833ce8f459f8d344be,38,1988-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-050
V002965,e6d268071261a39accc0,30,1996-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-013
V002966,4b32cb5f3f284981e6a6,74,1952-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-015
V002967,0772e6cffe78aa1ff017,66,1960-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-053
V002968,b369f23d39b2248d7f0f,71,1955-06-04,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-044
V002969,80aaa2aab0415ded6c84,27,1999-06-04,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-008
V002970,5c64d1031d66b356b505,70,1956-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-074
V002971,c8f87f7701ed924c8764,61,1965-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-046
V002972,f3c42956b578457a4c12,64,1962-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-069
V002973,80815af1ceaa1e35abf0,70,1956-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-019
V002974,1e93fab447a8d68c905f,63,1963-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-038
V002975,3f0cab5fd43aecf5862f,30,1996-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-011
V002976,111aa63f588117f92793,54,1972-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-043
V002977,78b49193366a2eb6a30f,41,1985-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-020
V002978,fa9db75421012599aebd,19,2007-06-04,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-020
V002979,d437560bbea28d8d10cc,31,1995-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-021
V002980,1d732ddcce7ff1a55bf8,27,1999-06-04,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-057
V002981,5cd52748fa855ec433f7,52,1974-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-050
V002982,6265491a01a4a532993f,42,1984-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-074
V002983,e0e316e8e0f38856e3d8,20,2006-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-026
V002984,620dfe0ca9bcf1c80a50,34,1992-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-030
V002985,d324994dcd328c58b2e6,29,1997-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-073
V002986,6295800da3425debf1d9,71,1955-06-04,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-031
V002987,e69687ca3a84f4b8f70e,41,1985-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-042
V002988,70414b37000812df3699,46,1980-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-068
V002989,575cac876412029b8664,60,1966-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V002990,162bcf4311966045c0ab,42,1984-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V002991,c65efc4a8504a83917a1,77,1949-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-070
V002992,1705675ae5dbfd22772e,82,1944-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-078
V002993,09f29d404a5bf2cb1c82,45,1981-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-068
V002994,2ceb2bd04234ac5d2031,33,1993-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-017
V002995,fa6d75ff6197d1fc678d,64,1962-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-019
V002996,bc936e2f65f89558626f,75,1951-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-051
V002997,5706dd8b29eeeaf86527,44,1982-06-03,,cancelado,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-070
V002998,190d7e31922249bb36b7,70,1956-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-063
V002999,6dec33c54a387e7f09d6,59,1967-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-075
V003000,85a314860b79e567bd28,76,1950-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V003001,a5df5ab240c1dd91f627,64,1962-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-030
V003002,a49f8d48db2103623f34,51,1975-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-025
V003003,85991ec64fd903f5f9cc,54,1972-06-03,2025-08-08,vigente,fallecido,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-075
V003004,2876de1757d6579c8328,23,2003-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-071
V003005,8d4a0fec16d20bb14d90,24,2002-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-026
V003006,d64a74a8a06aaae682be,42,1984-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-056
V003007,392ab35e0d17e8996ab1,50,1976-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-022
V003008,d31742f2b6ebd936e195,72,1954-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-019
V003009,48d48e97e7989222d069,75,1951-06-04,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-031
V003010,4aa60b467fe5de478e53,24,2002-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-026
V003011,549bf0905887d4760b5b,74,1952-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-042
V003012,ce5205af07632cd0acb9,29,1997-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-041
V003013,4d383d358346092e8456,33,1993-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-023
V003014,658ec8e55fb0b61c1ef8,60,1966-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-047
V003015,55a1f88b49f560c6eff6,24,2002-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-013
V003016,5724b79826e669bd00c0,68,1958-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-066
V003017,4d46e0d8dd83543be0a9,90,1936-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-066
V003018,602f314c5d43735561f7,49,1977-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-016
V003019,d2d69c3c7b23d101bc56,25,2001-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-073
V003020,f82a1b45a775c528655a,89,1937-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-028
V003021,5563c5082271449d7e54,62,1964-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V003022,118a7fe2f99ad9a34115,76,1950-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-035
V003023,748647bf396e53141cd0,21,2005-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-041
V003024,19a233495653b9a2e427,84,1942-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V003025,e702eaa8dfcbfd7582d4,46,1980-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-031
V003026,b7dc342853b96ff80dbe,46,1980-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-032
V003027,072302b2585c29e4ca5d,45,1981-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V003028,4feb446323ab2d8794f1,61,1965-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-072
V003029,8c039916c7a0c8a8d1d0,21,2005-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-059
V003030,481df374fe388b17d389,26,2000-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-041
V003031,b673f7ef3c0938011f93,22,2004-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-066
V003032,ce030a03ad14bb00e3e9,73,1953-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V003033,1dc1d6ae4446e4b0772f,67,1959-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-040
V003034,2854bd648c809a3a8e51,32,1994-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-028
V003035,5f2920fb7127761f4172,49,1977-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-037
V003036,e472c0567a2e12f86a9c,45,1981-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-065
V003037,b942f5066614ff0bf986,39,1987-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-074
V003038,01be75a6b2dce033784f,34,1992-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-055
V003039,e7762d9dae9c8c467a32,76,1950-06-03,2025-05-28,vigente,fallecido,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-004
V003040,ab0190f578ae17527fb7,88,1938-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-010
